Type,Sub-Type,Detail
Bad Practice,Move file,"This file ""PubsubClient.java"" should be located in ""com/google/cloud/dataflow/sdk/io"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/io""."
Bad Practice,Move file,"This file ""PubsubFileInjector.java"" should be located in ""com/google/cloud/dataflow/examples/common"" directory, not in ""/Apache_Beam/examples/java/src/main/java/org/apache/beam/examples/common""."
Bad Practice,Move file,"This file ""PubsubGrpcClient.java"" should be located in ""com/google/cloud/dataflow/sdk/io"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/io""."
Bad Practice,Move file,"This file ""PubsubIO.java"" should be located in ""com/google/cloud/dataflow/sdk/io"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/io""."
Bad Practice,Move file,"This file ""PubsubIOTest.java"" should be located in ""com/google/cloud/dataflow/sdk/io"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/io""."
Bad Practice,Move file,"This file ""PubsubIOTranslator.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/dataflow"" directory, not in ""/Apache_Beam/runners/google-cloud-dataflow-java/src/main/java/org/apache/beam/sdk/runners/dataflow""."
Bad Practice,Move file,"This file ""PubsubOptions.java"" should be located in ""com/google/cloud/dataflow/sdk/options"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/options""."
Bad Practice,Move file,"This file ""RandomAccessData.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""RandomAccessDataTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""RangeTracker.java"" should be located in ""com/google/cloud/dataflow/sdk/io/range"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/io/range""."
Bad Practice,Move file,"This file ""RawUnionValue.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms/join"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms/join""."
Bad Practice,Move file,"This file ""Read.java"" should be located in ""com/google/cloud/dataflow/sdk/io"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/io""."
Bad Practice,Move file,"This file ""ReadSourceITCase.java"" should be located in ""org/apache/beam/runners/flink"" directory, not in ""/Apache_Beam/runners/flink/src/test/java/com/dataartisans/flink/dataflow""."
Bad Practice,Move file,"This file ""ReadTest.java"" should be located in ""com/google/cloud/dataflow/sdk/io"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/io""."
Bad Practice,Move file,"This file ""ReadTranslator.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/dataflow"" directory, not in ""/Apache_Beam/runners/google-cloud-dataflow-java/src/main/java/org/apache/beam/sdk/runners/dataflow""."
Bad Practice,Move file,"This file ""ReadableState.java"" should be located in ""com/google/cloud/dataflow/sdk/util/state"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util/state""."
Bad Practice,Move file,"This file ""RecordingPipelineVisitor.java"" should be located in ""com/google/cloud/dataflow/sdk/runners"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners""."
Bad Practice,Move file,"This file ""ReduceFn.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""ReduceFnContextFactory.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""ReduceFnRunner.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""ReduceFnRunnerTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""ReduceFnTester.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""ReflectHelpers.java"" should be located in ""com/google/cloud/dataflow/sdk/util/common"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util/common""."
Bad Practice,Move file,"This file ""ReflectHelpersTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util/common"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util/common""."
Bad Practice,Move file,"This file ""ReifyTimestampAndWindowsDoFn.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""Reiterable.java"" should be located in ""com/google/cloud/dataflow/sdk/util/common"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util/common""."
Bad Practice,Move file,"This file ""Reiterator.java"" should be located in ""com/google/cloud/dataflow/sdk/util/common"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util/common""."
Bad Practice,Move file,"This file ""RemoveDuplicates.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms""."
Bad Practice,Move file,"This file ""RemoveDuplicatesEmptyITCase.java"" should be located in ""org/apache/beam/runners/flink"" directory, not in ""/Apache_Beam/runners/flink/src/test/java/com/dataartisans/flink/dataflow""."
Bad Practice,Move file,"This file ""RemoveDuplicatesITCase.java"" should be located in ""org/apache/beam/runners/flink"" directory, not in ""/Apache_Beam/runners/flink/src/test/java/com/dataartisans/flink/dataflow""."
Bad Practice,Move file,"This file ""RemoveDuplicatesJava8Test.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms"" directory, not in ""/Apache_Beam/sdks/java/java8tests/src/test/java/org/apache/beam/sdk/transforms""."
Bad Practice,Move file,"This file ""RemoveDuplicatesTest.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/transforms""."
Bad Practice,Move file,"This file ""Repeatedly.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms/windowing"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms/windowing""."
Bad Practice,Move file,"This file ""RepeatedlyTest.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms/windowing"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/transforms/windowing""."
Bad Practice,Move file,"This file ""ResetDateTimeProvider.java"" should be located in ""com/google/cloud/dataflow/sdk/testing"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/testing""."
Bad Practice,Move file,"This file ""ResetDateTimeProviderTest.java"" should be located in ""com/google/cloud/dataflow/sdk/testing"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/testing""."
Bad Practice,Move file,"This file ""Reshuffle.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""ReshuffleTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""ReshuffleTrigger.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""ReshuffleTriggerTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""RestoreSystemProperties.java"" should be located in ""com/google/cloud/dataflow/sdk/testing"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/testing""."
Bad Practice,Move file,"This file ""RestoreSystemPropertiesTest.java"" should be located in ""com/google/cloud/dataflow/sdk/testing"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/testing""."
Bad Practice,Move file,"This file ""RetryHttpInitializerWrapper.java"" should be located in ""com/google/cloud/dataflow/examples/complete/game/injector"" directory, not in ""/Apache_Beam/examples/java8/src/main/java/org/apache/beam/examples/complete/game/injector""."
Bad Practice,Move file,"This file ""RetryHttpRequestInitializer.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""RetryHttpRequestInitializerTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""RunnableOnService.java"" should be located in ""com/google/cloud/dataflow/sdk/testing"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/testing""."
Bad Practice,Move file,"This file ""Sample.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms""."
Bad Practice,Move file,"This file ""SampleTest.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/transforms""."
Bad Practice,Move file,"This file ""SerializableCoder.java"" should be located in ""com/google/cloud/dataflow/sdk/coders"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/coders""."
Bad Practice,Move file,"This file ""SerializableCoderTest.java"" should be located in ""com/google/cloud/dataflow/sdk/coders"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/coders""."
Bad Practice,Move file,"This file ""SerializableComparator.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms""."
Bad Practice,Move file,"This file ""SerializableFnAggregatorWrapper.java"" should be located in ""org/apache/beam/runners/flink/translation/wrappers"" directory, not in ""/Apache_Beam/runners/flink/src/main/java/com/dataartisans/flink/dataflow/translation/wrappers""."
Bad Practice,Move file,"This file ""SerializableFunction.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms""."
Bad Practice,Move file,"This file ""SerializableMatcher.java"" should be located in ""com/google/cloud/dataflow/sdk/testing"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/testing""."
Bad Practice,Move file,"This file ""SerializableMatchers.java"" should be located in ""com/google/cloud/dataflow/sdk/testing"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/testing""."
Bad Practice,Move file,"This file ""SerializableMatchersTest.java"" should be located in ""com/google/cloud/dataflow/sdk/testing"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/testing""."
Bad Practice,Move file,"This file ""SerializableUtils.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""SerializableUtilsTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""Serializer.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""SerializerTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""Sessions.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms/windowing"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms/windowing""."
Bad Practice,Move file,"This file ""SessionsTest.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms/windowing"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/transforms/windowing""."
Bad Practice,Move file,"This file ""SetCoder.java"" should be located in ""com/google/cloud/dataflow/sdk/coders"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/coders""."
Bad Practice,Move file,"This file ""SetCoderTest.java"" should be located in ""com/google/cloud/dataflow/sdk/coders"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/coders""."
Bad Practice,Move file,"This file ""ShardControlledWrite.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""ShardNameTemplate.java"" should be located in ""com/google/cloud/dataflow/sdk/io"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/io""."
Bad Practice,Move file,"This file ""ShardingWritableByteChannel.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""SideInputITCase.java"" should be located in ""org/apache/beam/runners/flink"" directory, not in ""/Apache_Beam/runners/flink/src/test/java/com/dataartisans/flink/dataflow""."
Bad Practice,Move file,"This file ""SideInputReader.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""SimpleDoFnRunner.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""SimpleDoFnRunnerTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""SimpleFunction.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms""."
Bad Practice,Move file,"This file ""SimpleStatsFnsTest.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/transforms""."
Bad Practice,Move file,"This file ""Sink.java"" should be located in ""com/google/cloud/dataflow/sdk/io"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/io""."
Bad Practice,Move file,"This file ""SinkOutputFormat.java"" should be located in ""org/apache/beam/runners/flink/translation/wrappers"" directory, not in ""/Apache_Beam/runners/flink/src/main/java/com/dataartisans/flink/dataflow/translation/wrappers""."
Bad Practice,Move file,"This file ""SlidingWindows.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms/windowing"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms/windowing""."
Bad Practice,Move file,"This file ""SlidingWindowsTest.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms/windowing"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/transforms/windowing""."
Bad Practice,Move file,"This file ""Source.java"" should be located in ""com/google/cloud/dataflow/sdk/io"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/io""."
Bad Practice,Move file,"This file ""SourceInputFormat.java"" should be located in ""org/apache/beam/runners/flink/translation/wrappers"" directory, not in ""/Apache_Beam/runners/flink/src/main/java/com/dataartisans/flink/dataflow/translation/wrappers""."
Bad Practice,Move file,"This file ""SourceInputSplit.java"" should be located in ""org/apache/beam/runners/flink/translation/wrappers"" directory, not in ""/Apache_Beam/runners/flink/src/main/java/com/dataartisans/flink/dataflow/translation/wrappers""."
Bad Practice,Move file,"This file ""SourceTestUtils.java"" should be located in ""com/google/cloud/dataflow/sdk/testing"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/testing""."
Bad Practice,Move file,"This file ""Stager.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/runners/google-cloud-dataflow-java/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""StandardCoder.java"" should be located in ""com/google/cloud/dataflow/sdk/coders"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/coders""."
Bad Practice,Move file,"This file ""StandardCoderTest.java"" should be located in ""com/google/cloud/dataflow/sdk/coders"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/coders""."
Bad Practice,Move file,"This file ""State.java"" should be located in ""com/google/cloud/dataflow/sdk/util/state"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util/state""."
Bad Practice,Move file,"This file ""StateAccessor.java"" should be located in ""com/google/cloud/dataflow/sdk/util/state"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util/state""."
Bad Practice,Move file,"This file ""StateCheckpointReader.java"" should be located in ""org/apache/beam/runners/flink/translation/wrappers/streaming/state"" directory, not in ""/Apache_Beam/runners/flink/src/main/java/com/dataartisans/flink/dataflow/translation/wrappers/streaming/state""."
Bad Practice,Move file,"This file ""StateCheckpointUtils.java"" should be located in ""org/apache/beam/runners/flink/translation/wrappers/streaming/state"" directory, not in ""/Apache_Beam/runners/flink/src/main/java/com/dataartisans/flink/dataflow/translation/wrappers/streaming/state""."
Bad Practice,Move file,"This file ""StateCheckpointWriter.java"" should be located in ""org/apache/beam/runners/flink/translation/wrappers/streaming/state"" directory, not in ""/Apache_Beam/runners/flink/src/main/java/com/dataartisans/flink/dataflow/translation/wrappers/streaming/state""."
Bad Practice,Move file,"This file ""StateContext.java"" should be located in ""com/google/cloud/dataflow/sdk/util/state"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util/state""."
Bad Practice,Move file,"This file ""StateContexts.java"" should be located in ""com/google/cloud/dataflow/sdk/util/state"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util/state""."
Bad Practice,Move file,"This file ""StateInternals.java"" should be located in ""com/google/cloud/dataflow/sdk/util/state"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util/state""."
Bad Practice,Move file,"This file ""StateMerging.java"" should be located in ""com/google/cloud/dataflow/sdk/util/state"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util/state""."
Bad Practice,Move file,"This file ""StateNamespace.java"" should be located in ""com/google/cloud/dataflow/sdk/util/state"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util/state""."
Bad Practice,Move file,"This file ""StateNamespaceForTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util/state"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util/state""."
Bad Practice,Move file,"This file ""StateNamespaces.java"" should be located in ""com/google/cloud/dataflow/sdk/util/state"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util/state""."
Bad Practice,Move file,"This file ""StateNamespacesTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util/state"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util/state""."
Bad Practice,Move file,"This file ""StateSampler.java"" should be located in ""com/google/cloud/dataflow/sdk/util/common/worker"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util/common/worker""."
Bad Practice,Move file,"This file ""StateSerializationTest.java"" should be located in ""org/apache/beam/runners/flink/streaming"" directory, not in ""/Apache_Beam/runners/flink/src/test/java/com/dataartisans/flink/dataflow/streaming""."
Bad Practice,Move file,"This file ""StateTable.java"" should be located in ""com/google/cloud/dataflow/sdk/util/state"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util/state""."
Bad Practice,Move file,"This file ""StateTag.java"" should be located in ""com/google/cloud/dataflow/sdk/util/state"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util/state""."
Bad Practice,Move file,"This file ""StateTagTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util/state"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util/state""."
Bad Practice,Move file,"This file ""StateTags.java"" should be located in ""com/google/cloud/dataflow/sdk/util/state"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util/state""."
Bad Practice,Move file,"This file ""StateType.java"" should be located in ""org/apache/beam/runners/flink/translation/wrappers/streaming/state"" directory, not in ""/Apache_Beam/runners/flink/src/main/java/com/dataartisans/flink/dataflow/translation/wrappers/streaming/state""."
Bad Practice,Move file,"This file ""StepAndKey.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""StepTransformResult.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""StreamUtils.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""StreamUtilsTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""StreamingOptions.java"" should be located in ""com/google/cloud/dataflow/sdk/options"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/options""."
Bad Practice,Move file,"This file ""StreamingWordExtract.java"" should be located in ""com/google/cloud/dataflow/examples/complete"" directory, not in ""/Apache_Beam/examples/java/src/main/java/org/apache/beam/examples/complete""."
Bad Practice,Move file,"This file ""StringDelegateCoder.java"" should be located in ""com/google/cloud/dataflow/sdk/coders"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/coders""."
Bad Practice,Move file,"This file ""StringDelegateCoderTest.java"" should be located in ""com/google/cloud/dataflow/sdk/coders"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/coders""."
Bad Practice,Move file,"This file ""StringUtf8Coder.java"" should be located in ""com/google/cloud/dataflow/sdk/coders"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/coders""."
Bad Practice,Move file,"This file ""StringUtf8CoderTest.java"" should be located in ""com/google/cloud/dataflow/sdk/coders"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/coders""."
Bad Practice,Move file,"This file ""StringUtils.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""StringUtilsTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""Structs.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""StructsTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""StructuralByteArray.java"" should be located in ""com/google/cloud/dataflow/sdk/coders"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/coders""."
Bad Practice,Move file,"This file ""StructuralByteArrayTest.java"" should be located in ""com/google/cloud/dataflow/sdk/coders"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/coders""."
Bad Practice,Move file,"This file ""Sum.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms""."
Bad Practice,Move file,"This file ""SumTest.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/transforms""."
Bad Practice,Move file,"This file ""SystemDoFnInternal.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""SystemNanoTimeSleeper.java"" should be located in ""com/google/cloud/dataflow/sdk/testing"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/testing""."
Bad Practice,Move file,"This file ""SystemNanoTimeSleeperTest.java"" should be located in ""com/google/cloud/dataflow/sdk/testing"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/testing""."
Bad Practice,Move file,"This file ""SystemReduceFn.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""TFIDF.java"" should be located in ""org/apache/beam/runners/flink/examples"" directory, not in ""/Apache_Beam/runners/flink/src/main/java/com/dataartisans/flink/dataflow/examples""."
Bad Practice,Move file,"This file ""TableRowJsonCoder.java"" should be located in ""com/google/cloud/dataflow/sdk/coders"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/coders""."
Bad Practice,Move file,"This file ""TableRowJsonCoderTest.java"" should be located in ""com/google/cloud/dataflow/sdk/coders"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/coders""."
Bad Practice,Move file,"This file ""TestCountingSource.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/dataflow"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/runners/dataflow""."
Bad Practice,Move file,"This file ""TestCredential.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""TestDataflowPipelineOptions.java"" should be located in ""com/google/cloud/dataflow/sdk/testing"" directory, not in ""/Apache_Beam/runners/google-cloud-dataflow-java/src/main/java/org/apache/beam/sdk/testing""."
Bad Practice,Move file,"This file ""TestDataflowPipelineRunner.java"" should be located in ""com/google/cloud/dataflow/sdk/testing"" directory, not in ""/Apache_Beam/runners/google-cloud-dataflow-java/src/main/java/org/apache/beam/sdk/testing""."
Bad Practice,Move file,"This file ""TestDataflowPipelineRunnerTest.java"" should be located in ""com/google/cloud/dataflow/sdk/testing"" directory, not in ""/Apache_Beam/runners/google-cloud-dataflow-java/src/test/java/org/apache/beam/sdk/testing""."
